Gender,Age,Educational_Level,Income,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Ethnicity_African American,Ethnicity_Asian American,Ethnicity_Latino,Ethnicity_caucasian,Country_East,Country_North,Country_South,Country_West,Hotel_Airport Hotels,Hotel_City Hotel,Hotel_Resort,Meal_BB,Meal_FB,Meal_HB,Deposit_No Deposit,Deposit_Non-Refundable,Deposit_Refundable,Channel_Agent,Channel_Direct,Channel_Online,Checkin_Year,Checkin_Month,Checkin_Weekday,Checkout_Year,Checkout_Month,Checkout_Weekday,Booking_Year,Booking_Month,Booking_Weekday,Stay_Duration
1,32,3,1,3,1,0,1,1,1,1,1,0,106.26963758952944,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,0,2015,11,5,1
0,60,3,0,2,2,1,0,0,1,1,1,0,102.110267573484,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,11,6,2015,11,0,2015,10,0,1
1,54,2,1,4,2,0,1,0,1,1,1,0,122.54643059157364,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,0,2015,10,2,1
1,29,2,1,2,1,1,0,0,1,1,1,20,162.3157095973889,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,0,2015,11,1,2015,8,3,1
0,24,2,1,2,1,1,0,0,1,1,0,0,140.71860786261362,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,11,0,2015,11,3,2015,10,4,3
0,51,1,1,1,2,0,0,0,1,1,0,10,119.83870083185766,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2015,10,4,2015,10,5,2015,9,6,1
1,22,2,0,2,1,1,0,0,1,1,1,15,178.1135748115826,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2015,11,0,2015,11,3,2015,10,4,3
0,70,3,1,4,1,0,0,0,1,1,1,15,213.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2015,10,4,2015,10,6,2015,9,0,2
1,52,2,0,4,3,0,0,0,1,1,0,0,136.8226839513645,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,5,2015,11,6,2015,10,1,1
1,67,3,2,3,2,0,0,0,0,1,1,0,216.40680309853076,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2015,11,4,2015,11,5,2015,10,5,1
1,19,2,1,1,1,0,0,0,0,1,1,10,138.40960799096428,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,4,2015,11,5,2015,10,5,1
0,30,2,2,1,3,0,0,0,0,1,1,20,169.1755835157997,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2015,11,5,2015,11,6,2015,11,4,1
0,52,2,2,2,2,1,0,0,0,1,0,30,239.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2015,11,5,2015,11,2,2015,11,1,4
1,59,0,0,2,1,0,0,0,1,1,1,10,149.60440659302455,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,3,2015,11,6,2015,9,5,3
0,69,2,0,2,2,0,0,0,1,1,1,5,107.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,10,4,1
1,65,1,0,1,1,0,0,0,1,1,0,5,110.66238766849445,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,5,2015,11,0,2015,11,4,2
1,57,0,2,3,1,0,1,1,0,1,1,20,214.3663092159622,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,4,2015,11,5,2015,10,3,1
1,67,3,2,4,2,0,0,0,1,1,1,0,123.62464308716392,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,6,2015,11,2,2015,11,0,3
0,25,0,3,2,1,0,1,1,1,1,1,15,186.7838486453469,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,11,6,2015,11,1,2015,11,0,2
1,43,2,2,2,3,1,0,0,0,1,1,25,202.55737086210485,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,3,2015,11,5,2015,7,3,2
0,40,3,1,1,3,0,1,0,1,1,0,10,143.24590600481514,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2015,11,1,2015,11,2,2015,9,6,1
0,54,2,0,1,1,0,0,0,1,1,1,10,156.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,2,2015,11,4,2015,11,6,2
0,44,3,1,3,3,1,0,0,0,1,0,25,191.145000049891,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,11,5,2015,11,6,2015,9,1,1
0,33,3,0,5,1,2,1,0,1,1,1,10,189.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,8,4,1
0,54,2,2,2,1,0,0,0,1,1,0,0,121.56846299003736,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,2015,11,1,2015,11,2,2015,11,6,1
0,68,0,1,2,3,0,0,0,1,1,1,0,168.48053500190986,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2015,11,6,2015,11,0,2015,9,5,1
0,38,2,3,2,2,2,0,0,0,1,1,30,223.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2015,9,2,2015,9,3,2015,8,6,1
1,37,3,2,5,3,0,0,0,1,1,1,0,156.58878656092682,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,3,2015,11,4,2015,9,0,1
0,30,3,2,1,2,2,0,0,1,1,0,10,137.4906744733226,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,10,0,2015,10,1,2015,6,2,1
0,21,3,0,1,2,1,1,1,0,1,0,5,116.11403412153015,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2015,11,0,2015,11,3,2015,9,6,3
1,35,2,0,3,2,0,0,0,0,1,1,5,122.20460748100618,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,0,2015,11,4,2015,9,0,4
0,32,3,2,1,1,1,0,0,0,1,1,10,162.76078321933622,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2015,11,0,2015,11,2,2015,11,2,2
0,25,2,1,2,2,0,0,0,1,1,1,10,198.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,10,4,2015,10,5,2015,10,6,1
0,34,0,3,1,2,1,1,0,1,1,1,15,235.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2015,10,4,2015,10,5,2015,10,6,1
0,22,2,0,1,2,0,0,0,0,1,1,5,114.07169221891849,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,10,4,2015,11,6,2015,10,0,2
0,50,3,1,1,1,0,1,0,1,1,1,5,117.52433282243324,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,11,0,2015,11,1,2015,8,5,1
0,58,0,1,4,2,0,0,0,1,1,1,10,143.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2015,8,0,2015,9,2,2015,6,6,2
1,51,2,0,1,2,0,0,0,1,1,1,0,155.20838861763926,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,9,4,2015,9,5,2015,6,1,1
1,23,1,1,3,2,0,0,0,1,1,1,0,127.75171196029332,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2015,10,5,2015,10,0,2015,8,0,2
1,24,2,1,2,1,0,0,0,1,1,1,10,175.56713432891294,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,8,5,2015,8,6,2015,5,0,1
1,51,2,1,2,2,0,0,0,1,1,1,15,178.4768036938286,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2015,11,1,2015,11,3,2015,11,3,2
1,42,2,0,3,2,0,0,0,0,1,1,10,189.82022397457135,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,3,2015,11,4,2015,10,4,1
1,28,2,3,2,3,0,0,0,0,1,0,20,175.60748449904978,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,5,2015,11,6,2015,10,2,1
0,38,1,1,1,2,0,0,0,1,1,1,10,172.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2015,10,3,2015,10,5,2015,5,4,2
0,45,3,2,1,1,0,0,0,1,1,1,5,155.9357612841505,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,11,4,2015,11,5,2015,11,3,1
1,45,3,2,3,2,0,0,0,1,1,1,5,105.77551503598607,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,5,2015,11,6,2015,5,2,1
1,22,3,3,2,3,1,0,0,0,1,1,25,193.99471450944733,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2015,11,1,2015,11,2,2015,8,2,1
1,41,3,2,2,2,0,0,0,0,1,1,5,104.00630364548029,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2015,11,1,2015,11,3,2015,8,3,2
1,23,3,1,4,2,0,0,0,1,1,1,5,131.5679438692118,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2015,11,1,2015,11,4,2015,8,4,3
0,22,3,2,1,1,0,1,0,1,1,1,10,189.43978922634903,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2015,11,3,2015,11,5,2015,9,6,2
0,57,2,3,2,1,0,1,1,1,1,1,10,135.41458700019197,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2015,11,1,2015,11,3,2015,9,4,2
1,47,3,0,2,1,0,1,0,1,1,0,25,232.86960458856024,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2015,11,1,2015,11,2,2015,8,2,1
0,50,2,1,2,1,0,0,0,1,1,1,5,140.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2015,11,1,2015,11,3,2015,8,3,2
1,36,2,1,1,1,1,0,0,1,1,0,15,174.3078966975716,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2015,11,1,2015,11,3,2015,8,3,2
0,28,3,3,1,1,2,0,0,0,1,1,5,131.62128017799205,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2015,11,1,2015,11,2,2015,9,3,1
1,44,3,1,1,1,0,0,0,0,1,1,10,156.33452727786585,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2015,11,1,2015,11,3,2015,8,3,2
0,25,3,1,1,1,0,0,0,1,1,0,25,232.9924539071528,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2015,11,1,2015,11,3,2015,8,3,2
0,33,2,2,1,1,0,0,0,1,1,1,5,133.16556839235926,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2015,11,1,2015,11,2,2015,8,2,1
0,33,3,3,4,2,0,0,0,0,1,1,0,120.27387913480644,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2015,11,1,2015,11,4,2015,8,4,3
1,49,2,2,1,2,0,0,0,1,1,0,0,114.43335532142206,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2015,11,1,2015,11,3,2015,8,3,2
1,22,2,0,2,3,0,0,0,1,1,0,5,151.75935490370722,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2015,11,1,2015,11,2,2015,8,2,1
0,62,2,0,5,2,0,0,0,0,1,1,15,193.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2015,11,1,2015,11,5,2015,8,5,4
0,67,3,3,1,2,0,0,0,1,1,1,5,112.59026794963134,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2015,11,1,2015,11,3,2015,11,5,2
0,26,2,3,1,1,2,1,0,1,1,1,5,125.69897977863263,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2015,11,1,2015,11,3,2015,8,3,2
0,59,2,3,2,2,0,0,0,1,1,1,5,141.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2015,11,1,2015,11,2,2015,8,2,1
1,52,3,2,1,1,0,0,0,1,1,1,5,174.89289899952738,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2015,11,1,2015,11,4,2015,8,4,3
0,39,1,0,3,2,1,0,0,1,1,0,10,134.14910303499695,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2015,11,1,2015,11,2,2015,9,3,1
0,50,2,3,2,1,0,1,0,0,1,1,20,225.27459675087223,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2015,11,1,2015,11,2,2015,9,3,1
1,70,2,2,2,1,0,1,0,0,1,1,10,132.62249914518918,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2015,11,1,2015,11,3,2015,8,3,2
0,26,2,2,4,2,1,0,0,1,1,1,5,242.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2015,11,1,2015,11,2,2015,11,4,1
0,59,2,2,1,2,0,0,0,1,1,1,5,142.8465315456649,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2015,11,1,2015,11,3,2015,9,4,2
0,24,3,2,3,1,1,1,0,0,1,1,0,109.49013236901934,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2015,11,1,2015,11,4,2015,8,4,3
1,47,3,2,1,2,0,0,0,1,1,1,15,205.35191514924745,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,2015,11,1,2015,11,4,2015,8,4,3
0,25,2,0,1,3,0,0,0,1,1,0,20,214.29339724348415,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,11,2,2015,11,4,2015,6,2,2
0,31,2,0,3,2,0,1,0,0,1,1,30,250.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,5,2015,11,2,2015,11,6,4
0,61,1,1,4,1,0,0,0,1,1,1,10,143.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2015,11,6,2015,11,1,2015,11,3,2
1,66,2,2,1,2,0,0,0,0,1,1,0,122.20366059925512,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2015,11,0,2015,11,2,2015,10,6,2
0,53,2,0,4,3,0,1,1,0,1,1,5,116.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2015,11,6,2015,11,1,2015,10,5,2
0,63,1,0,4,1,0,1,0,1,1,1,0,111.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,0,2015,11,1,2015,11,6,1
0,24,3,3,1,2,0,0,0,0,1,1,5,112.85739836981897,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2015,11,0,2015,11,3,2015,10,2,3
0,67,3,0,1,2,0,0,0,0,1,0,10,141.45205919549778,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2015,10,3,2015,10,5,2015,6,3,2
0,66,2,1,3,1,0,0,0,1,1,1,10,134.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2015,11,0,2015,11,4,2015,10,3,4
1,27,3,1,3,2,0,0,0,1,1,0,10,132.92570064954387,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2015,7,3,2015,7,4,2015,3,3,1
1,70,2,1,3,2,0,0,0,1,1,0,0,148.37246296709307,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,66,2,2,3,2,0,1,0,1,1,1,30,223.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,58,3,0,2,3,0,0,0,1,1,1,5,171.05381776287328,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,21,3,3,1,2,2,1,1,1,1,0,10,233.15995702417692,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2015,11,5,2015,11,2,2015,10,1,4
1,19,3,0,3,3,1,0,0,1,1,1,10,186.85250216458616,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,10,3,2015,10,4,2015,6,1,1
0,57,2,2,1,1,0,0,0,1,1,0,0,134.23705251407688,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,10,3,2015,10,4,2015,6,1,1
0,27,3,1,2,1,0,0,0,1,1,1,10,148.77336595600283,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,49,3,3,2,1,0,0,0,0,1,1,0,125.83282736668905,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2015,11,6,2015,11,1,2015,10,0,2
0,32,3,0,1,2,2,0,0,1,1,1,25,221.98167798599096,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,35,2,3,5,1,0,1,0,1,1,1,15,247.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,10,3,1
0,67,3,2,2,2,0,0,0,1,1,0,20,181.0949074043789,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2015,10,3,2015,10,4,2015,6,1,1
1,22,1,3,1,2,0,1,0,0,1,1,5,115.34795217464692,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,10,3,2015,10,0,2015,6,4,4
0,27,3,2,1,2,2,0,0,1,1,1,5,106.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2015,11,6,2015,11,0,2015,10,6,1
1,49,3,2,1,1,0,0,0,1,1,1,0,155.61657010863422,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2015,11,5,2015,11,1,2015,10,0,3
0,27,2,2,2,1,1,1,0,1,1,1,10,139.804382736875,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2015,11,5,2015,11,1,2015,10,0,3
0,57,3,0,1,1,0,0,0,1,1,0,20,191.245626891,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2015,9,2,2015,9,3,2015,1,6,1
0,26,2,0,3,3,2,1,0,0,1,0,25,248.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2015,10,3,2015,10,0,2015,6,4,4
0,22,3,1,2,2,0,0,0,1,1,0,0,127.07990115684773,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,10,3,2015,10,6,2015,6,3,3
0,68,2,1,2,2,1,0,0,1,1,1,10,108.4110290523878,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
1,26,2,1,1,3,0,0,0,1,1,1,25,213.01549368116704,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2015,11,6,2015,11,0,2015,10,6,1
0,64,2,2,5,2,0,0,0,1,1,1,10,192.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2015,11,5,2015,11,6,2015,10,5,1
0,44,3,1,4,2,0,0,0,1,1,1,5,103.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2015,11,6,2015,11,0,2015,11,6,1
1,59,1,0,2,1,0,1,1,0,1,1,0,181.71149195454456,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2015,11,1,2015,11,2,2015,10,1,1
1,58,3,2,2,3,0,0,0,1,1,1,0,167.3495626094914,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2015,11,6,2015,11,1,2015,10,0,2
0,41,2,0,2,1,1,0,0,1,1,0,5,114.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2015,11,6,2015,11,2,2015,10,1,3
1,37,2,2,2,2,0,0,0,1,1,1,5,146.88944511552373,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,10,3,2015,10,4,2015,6,1,1
1,44,1,2,4,1,0,0,0,0,1,1,10,105.70078554583546,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2015,10,3,2015,10,4,2015,6,1,1
0,69,3,2,1,1,1,0,0,1,1,0,10,135.644041591406,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2015,10,3,2015,10,4,2015,6,1,1
1,29,3,0,3,1,0,0,0,0,1,1,0,144.6668216421415,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,4,2015,11,0,2015,9,4,3
0,48,3,0,4,2,0,1,0,0,1,1,0,146.00581818771977,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,11,6,2015,11,1,2015,10,0,2
0,57,2,2,3,2,0,0,0,1,1,0,10,135.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,46,2,0,2,1,0,0,0,1,1,0,0,127.05872875842704,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2015,11,5,2015,11,0,2015,10,6,2
0,68,1,2,1,1,0,0,0,0,1,1,10,209.59960388386727,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2015,11,5,2015,11,0,2015,10,6,2
0,47,3,0,2,2,0,0,0,1,1,0,25,240.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2015,10,3,2015,10,5,2015,6,2,2
1,41,2,3,2,2,1,1,0,0,1,1,0,168.803748043942,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2015,11,1,2015,11,2,2015,10,1,1
0,20,3,0,5,3,0,0,0,0,1,1,15,250.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,10,6,1
0,39,2,2,2,2,0,0,0,0,1,1,5,162.83252117243785,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2015,11,5,2015,11,6,2015,10,5,1
0,56,3,1,4,1,0,0,0,1,1,1,10,207.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2015,10,1,2015,10,5,2015,6,1,4
1,29,1,2,2,2,1,0,0,0,1,0,0,126.36686128748512,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,0,2015,11,2,2015,10,1,2
0,54,2,3,2,2,0,0,0,0,1,1,0,216.8117016769624,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2015,9,3,2015,9,4,2015,5,1,1
0,44,2,2,1,1,0,0,0,1,1,0,5,121.91735579621673,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2015,11,6,2015,11,2,2015,11,6,3
1,53,3,3,4,1,0,1,0,1,1,1,25,240.41250411022304,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,6,2015,11,1,2015,10,5,2
0,60,2,0,2,2,0,0,0,1,1,1,15,187.02246893832427,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,11,6,2015,11,0,2015,10,4,1
0,51,3,2,3,1,0,0,0,1,1,1,15,164.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,9,6,1
1,66,3,1,2,1,0,1,0,0,1,1,5,154.22705878483282,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,0,2015,9,6,1
0,41,1,0,2,2,0,0,0,0,1,1,0,104.30930148723158,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2015,11,6,2015,11,3,2015,9,2,4
1,20,2,3,2,3,0,1,0,1,1,1,25,195.94380803265236,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,0,2015,9,6,1
0,20,3,0,1,1,0,0,0,1,1,1,5,119.76040326097706,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,11,6,2015,11,1,2015,9,0,2
0,27,2,0,2,1,2,0,0,1,1,1,15,166.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2015,11,6,2015,11,1,2015,9,0,2
0,25,2,0,2,3,0,0,0,0,1,1,10,158.89860015510243,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2015,11,6,2015,11,0,2015,9,6,1
1,67,3,0,5,1,0,0,0,1,1,1,0,156.72428845449167,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,0,2015,10,4,1
1,55,2,1,4,1,0,0,0,0,1,1,5,128.4218473351001,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,3,2015,11,0,4
1,32,3,3,5,1,0,0,0,1,1,0,10,170.62446938633457,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2015,11,6,2015,11,1,2015,10,5,2
0,31,1,0,1,2,1,1,0,0,1,1,0,141.61941119257645,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2015,11,6,2015,11,3,2015,11,2,4
0,69,3,0,4,3,0,0,0,1,1,1,10,150.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2015,11,6,2015,11,2,2015,9,1,3
1,55,2,0,1,3,0,0,0,1,1,1,5,146.6325207221227,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,6,2015,11,1,2015,9,0,2
0,34,3,0,2,2,0,0,0,0,1,1,5,145.4149739704803,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2015,11,6,2015,11,1,2015,9,0,2
1,30,2,0,2,1,1,1,1,1,1,0,20,229.3688329146609,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2015,11,6,2015,11,1,2015,9,0,2
0,44,2,0,1,1,0,1,0,0,1,1,15,172.14092314484034,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2015,11,6,2015,11,3,2015,9,2,4
